manifest_index,sample_id,split,question,question_sha256,answer_text,answer_int,file_name,image_sha256,image_size_bytes,metadata_width,metadata_height,actual_width,actual_height,image_format,dataset_revision
71,holocount_atomic_counting_00072,Atomic Counting,How many apple slices are there in the image?,f5da548da507b2e76b36746ffdd7c073a91f660310871691d2909dc36d0efc03,5,5,images/holocount_atomic_counting_00072.jpg,afc52cf391e4bef1b1a4e4a962dfe232ab8c6f6a48f8f1c9b43c83c18fb05c3e,109825,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
72,holocount_atomic_counting_00073,Atomic Counting,How many sock are there in the image?,b9883cc0c6c3e333231e0cc059d0613eab1dcac4e9470727e27cc72e6e01e96b,2,2,images/holocount_atomic_counting_00073.jpg,1752e2ea7125cfc42c0b5e73390e647f98d0e32d7df9c528f6e839b108d672b7,378591,640,457,640,457,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
73,holocount_atomic_counting_00074,Atomic Counting,How many toilet are there in the image?,3c1d61ed3e9a8f1f343fd633358c0ca041413f245b93ddda3e2d262b5d61ab4e,1,1,images/holocount_atomic_counting_00074.jpg,8ada5ae46622c7529b46da739e8ba02684e37a36c0270ac3b9da91094aff0f85,85872,375,500,375,500,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
74,holocount_atomic_counting_00075,Atomic Counting,How many flag are there in the image?,2ac1a141082d772eb3849bb55a54198eb1e62c95e7921a39ec25154e0779a040,7,7,images/holocount_atomic_counting_00075.jpg,9f09c1871339afd079c2a35af4c51c18a2ae20252e2feef35e8bfb3d2b9ec2f9,105543,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
75,holocount_atomic_counting_00076,Atomic Counting,How many laptop_computer are there in the image?,f0c0ed9dffdd028c1bf5041a01378372ef005e8cdc66cfc83b4049f9026cf1fb,1,1,images/holocount_atomic_counting_00076.jpg,7417b39c164b3faeaa16c29e220880166727f87812b5ef493d15687421b665c3,86485,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
76,holocount_atomic_counting_00077,Atomic Counting,How many lampshade are there in the image?,79b035b9ec8539e7a87c9522b4a2aef5c119d8a9a76ed8cc99717de4c7a44df1,2,2,images/holocount_atomic_counting_00077.jpg,7ac5ecb9fe7166d54003f145e40d59b76414353b4624b14018b3183a4e7ea0f2,91556,640,444,640,444,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
77,holocount_atomic_counting_00078,Atomic Counting,How many fork are there in the image?,0c18a8af821df60ceea9bc7d3d1533b6e77945120afee5b0af9c2b50aac2d0a7,1,1,images/holocount_atomic_counting_00078.jpg,57f2bc4665e7cecfa799fb3ee60c79a5e9df4b2383e0f9921179265f2acdd832,170401,612,612,612,612,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
78,holocount_atomic_counting_00079,Atomic Counting,How many doughnut are there in the image?,686bfea16c24901a1fa91234c849f158afeafd6a724a9182f33ea325dc1b3f26,20,20,images/holocount_atomic_counting_00079.jpg,2f793dc7f326b10a6d6cf11ce5b374536e4f11ce21ec647e6a56828354e03dd7,172737,640,425,640,425,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
79,holocount_atomic_counting_00080,Atomic Counting,How many pop_(soda) are there in the image?,d8db008851f99d115743d399c864919396fa374ad2a3737a3a01a21068b6e039,1,1,images/holocount_atomic_counting_00080.jpg,c6a4853245ff9bc9579d27097bec4470bd76569e6dffca3f2182cda766a3dedb,123875,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
80,holocount_atomic_counting_00081,Atomic Counting,How many carrot are there in the image?,b36b3966cb21543be9eeebbba9c32349c817788fd126d561496df8efba96042f,10,10,images/holocount_atomic_counting_00081.jpg,79092240a72662c07889bb6f872d0027ff8066841466599f3bc16c731bb994a2,137064,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
81,holocount_atomic_counting_00082,Atomic Counting,How many person are there in the image?,8106a5ebd2076efc6d0e7bc1ca8add18874eabb81eba5aa4243932a93b467d84,6,6,images/holocount_atomic_counting_00082.jpg,9dc362bdcd840277c8d641c3cc222b598d28f27134a2cd5908bd9a2a35365768,208159,612,612,612,612,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
82,holocount_atomic_counting_00083,Atomic Counting,How many poster are there in the image?,f497a9abf6d205e95dbbac4154a08bb882ff01c47f0dca43bf81f68f425e1152,9,9,images/holocount_atomic_counting_00083.jpg,72bb287ac4e1918130956c17facd04d9b77306052fd9a54c010b05b5410a06aa,183670,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
83,holocount_atomic_counting_00084,Atomic Counting,How many glass_(drink_container) are there in the image?,c8d6fc121116a86f7b6e51eefa4e50f4192266859506198d12693210a26ae5ac,4,4,images/holocount_atomic_counting_00084.jpg,e3eb4d68d2d5e19d0ce83dd52381f421d5e09cece1d17e0753798bdfe8b419dc,214682,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
84,holocount_atomic_counting_00085,Atomic Counting,How many saddle_blanket are there in the image?,0291c6650089c4b9a29d04905603e8c3d7bb39c2b70e994d8d3a1cdf2cb687e7,1,1,images/holocount_atomic_counting_00085.jpg,2d1d5253fc1c62b68d70407e15a4c0375ab3c972a5b71f2242b23219ae32e1a5,154542,600,400,600,400,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
85,holocount_atomic_counting_00086,Atomic Counting,How many painting are there in the image?,14e8faaa6bf1139feac12956792b408bbaf5753288a36f4656b055aad6d7284e,4,4,images/holocount_atomic_counting_00086.jpg,2111ad3edc853f2620c5f424ae2b137c78ff299e1feab5b5d7c5c6c7180ed728,95386,375,500,375,500,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
86,holocount_atomic_counting_00087,Atomic Counting,How many sink are there in the image?,b656aa5ea281618c4a7034a9e661621bfca01ea4521f7545da32c36acc11616e,1,1,images/holocount_atomic_counting_00087.jpg,3a9a862c237d03ab32d8b455de68ffcd4fd094f2ddd4355b95048243f59a781a,148683,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
87,holocount_atomic_counting_00088,Atomic Counting,How many wet_suit are there in the image?,6e35d584e09a59e1adc7c75a260f8843ae5471db4b51593172911e374d4e9a44,1,1,images/holocount_atomic_counting_00088.jpg,36ebba345fc71710b7b9e6f12ca5ba95b5dd20a79c5f039d210ca3bf998f180c,179332,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
88,holocount_atomic_counting_00089,Atomic Counting,How many minivan are there in the image?,efa97e1edf245ca67bcce0b332c5115d07adf7a02569ce5e49d80b9d2f49c823,5,5,images/holocount_atomic_counting_00089.jpg,915aec9b08643741b27129a6b789be3ba30fc47489b44cbe89771798be37d6bc,152480,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
89,holocount_atomic_counting_00090,Atomic Counting,How many television_set are there in the image?,0dc62e34a235bdb27de39ced62816b7804bd88062aa1d7759bd5df2e33c648fd,1,1,images/holocount_atomic_counting_00090.jpg,2ed27199eb166103e0126b138f20a5f19992f3cdfa10e91ed1dbf00662991084,102286,478,640,478,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
90,holocount_atomic_counting_00091,Atomic Counting,How many teddy_bear are there in the image?,135d8321da4dd786ad1be59ddadad7eca48fde656ba00abff0fc3b7b7343473c,3,3,images/holocount_atomic_counting_00091.jpg,8b9d1a8962ec3f14ffd6fd92e70b4f5f78afa1a2478a9490b93a9be38ae392a8,142619,612,612,612,612,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
91,holocount_atomic_counting_00092,Atomic Counting,How many banana are there in the image?,c5a6d0a7e6f96a5587e043d8cb46186b30d990a2e2e0e0f9d04f167e80491653,7,7,images/holocount_atomic_counting_00092.jpg,416e8909088670f40a1c691680a7becb19ba1c6c62e73e2a15af062ef9b73ab7,253509,640,543,640,543,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
92,holocount_atomic_counting_00093,Atomic Counting,How many grizzly are there in the image?,48bc1b8bcf08cb08abe5faba321d7a2b4dc142b948d9c3e89136512a5b32f073,3,3,images/holocount_atomic_counting_00093.jpg,ff39b38e09e8331080a2069669087dce6a13f506b27e2d31b795a93be24a9807,293922,640,425,640,425,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
93,holocount_atomic_counting_00094,Atomic Counting,How many plate are there in the image?,32ca59d65440a0341a18585d2a404ac085bc1e3edf89c13c1424ae90adb9784a,6,6,images/holocount_atomic_counting_00094.jpg,6b21cc1fde6ecb4ad111e3a457967cec9491937574f5fb60f9ae8818523efed9,155315,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
94,holocount_atomic_counting_00095,Atomic Counting,How many boat are there in the image?,4731b820e83e6b1b743eb3ea19530ba29a65a5bd5f084ecb7c9e71d8d9f83cfa,4,4,images/holocount_atomic_counting_00095.jpg,e15813d84c8fe7f4f014c8710a64cb07480cf7dc42b12f768bc1112c02131852,123007,640,424,640,424,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
95,holocount_atomic_counting_00096,Atomic Counting,How many pizza are there in the image?,072bdb2710d50ca111c231e7e33f0d9bc159f74e67e2370886b23a2f98a8b1d3,2,2,images/holocount_atomic_counting_00096.jpg,f4dde85df357a8dd393eddd158472f174844084079a773ed7803a5c490287b07,273526,640,478,640,478,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
96,holocount_atomic_counting_00097,Atomic Counting,How many umbrella are there in the image?,3abf79a6d3de0022c48557ecf94ddd6f21d5464a1ee99daa3a0a876329489d7c,1,1,images/holocount_atomic_counting_00097.jpg,4fd602bebdc1f4c57963d0b13562bf1c86929365f68c905b5061018b81c42c67,181476,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
97,holocount_atomic_counting_00098,Atomic Counting,How many bus_(vehicle) are there in the image?,c873ab38be1321ad8c7cbf677e5aa3e17d4e26e4c75d779a254613aa425c21a5,1,1,images/holocount_atomic_counting_00098.jpg,ffb712a1bc15f8c262135d86e1c159fb243108d0e8a1cca733bbf6652c174ebb,142586,500,375,500,375,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
98,holocount_atomic_counting_00099,Atomic Counting,How many printer are there in the image?,2019afca7fa6e2b708557bf16187c2f064f0bf08175853fe15cf8d6c6e8046fd,1,1,images/holocount_atomic_counting_00099.jpg,311a97fdde37b0657e633b3a4176914b6291be44889c66630284c41d06958202,78608,500,333,500,333,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
99,holocount_atomic_counting_00100,Atomic Counting,How many refrigerator are there in the image?,9f95823498d09f3d8b29e3a932e60843754d00d39ec4256cedf7ab8ae74d98de,1,1,images/holocount_atomic_counting_00100.jpg,89b07614a45faf8b8dd5e88ce167583140a33f6babb4f248308ff7c92eb12c68,191973,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
100,holocount_atomic_counting_00101,Atomic Counting,How many ladle are there in the image?,5ef0af8a84a8d6f836840cab1b363b7bbdcdb25290113ee97a5d7c76bec23fd2,3,3,images/holocount_atomic_counting_00101.jpg,08d29bfe30b1f04cc5d6fcfa210f3b600bce2ff01aa83956a4a7a4db95b08e88,227262,640,478,640,478,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
101,holocount_atomic_counting_00102,Atomic Counting,How many dog are there in the image?,508aeba99f17dbb0ab963c0afc2fb8e57f5a9337490128572aa6caad9a40ac26,1,1,images/holocount_atomic_counting_00102.jpg,cfebe99c45a3b08b3a56108a390252935b3799edd7ad6ca4cf67a306e33b4b5a,134925,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
102,holocount_atomic_counting_00103,Atomic Counting,How many shoe are there in the image?,d7ba7cb63fd721cd55b4c92b7d31196330ec77a80a3cc9c59950c87042d4cf19,4,4,images/holocount_atomic_counting_00103.jpg,5ebf7d345b7a9fd1e88788ee0b5e8063a833f71a4367e0d370af2f5ffcbf6aab,175840,640,502,640,502,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
103,holocount_atomic_counting_00104,Atomic Counting,How many blanket are there in the image?,95137e8069e52396b653c151caf249c50edd792d2b2ce99e3a22b7ee928c13b6,1,1,images/holocount_atomic_counting_00104.jpg,51f3a5d57ab63fd499e5fca830f93a336d0a460488903439fb32667bf0983974,136699,500,375,500,375,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
104,holocount_atomic_counting_00105,Atomic Counting,How many boat are there in the image?,4731b820e83e6b1b743eb3ea19530ba29a65a5bd5f084ecb7c9e71d8d9f83cfa,1,1,images/holocount_atomic_counting_00105.jpg,f74ce5e7e08d295f655d211808588497be4e261cdae10c1471feab3a7cedb4db,145372,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
105,holocount_atomic_counting_00106,Atomic Counting,How many elephant are there in the image?,7aaf040cd041b408394ac614ec80600dde90c6edff1b1971141c882fc36c6c78,1,1,images/holocount_atomic_counting_00106.jpg,8a21cea9679c6c03f447249eb0140707a59a762e3344dabdcbfa28e1ad20eadd,289528,640,606,640,606,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
106,holocount_atomic_counting_00107,Atomic Counting,How many jersey are there in the image?,2b2c85eae5817e8d25b13674e635d350bd2866bca27996c02b47e11f7f705d54,16,16,images/holocount_atomic_counting_00107.jpg,e939ccabb745c954176fadba74e0aa3274e1af7997e9fa2fcc39f9fd1655c772,274909,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
107,holocount_atomic_counting_00108,Atomic Counting,How many visor are there in the image?,107a1d4a21399badeee9baac4deee1efec4593346da7ad67ac59433972ade5cc,1,1,images/holocount_atomic_counting_00108.jpg,57469d0460e0eaeeef4ddd944b6c1ce19b667fa8ec2fe89c65cc44d9caa9f92b,129919,427,640,427,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
108,holocount_atomic_counting_00109,Atomic Counting,How many fan are there in the image?,281109b8ba45a639f14ef20723adff76a206785faf6f5fa566e88a4092fe6889,1,1,images/holocount_atomic_counting_00109.jpg,3a956882852deb732f1be5a5a2753b45ad216b6563c7be7901448943010da63f,113710,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
109,holocount_atomic_counting_00110,Atomic Counting,How many cat are there in the image?,8b1e215b075644446c9e2c21ff3ed90eca5778d1b2f2b3732cefb0c73ee6a687,1,1,images/holocount_atomic_counting_00110.jpg,7e208676672e81283007d2d70dba34709cf1bfec179802aaf319405a6fc5274c,224385,640,640,640,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
110,holocount_atomic_counting_00111,Atomic Counting,How many shirt are there in the image?,7b37698d5ff7c95e49d4534c83832e8a1a8cb15c16c5bda6a605347bafaa83e3,1,1,images/holocount_atomic_counting_00111.jpg,b243db2ba4adb9659b5bbe08af4516322e7e83a0640712913ab4e55f4d9d7434,167461,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
111,holocount_atomic_counting_00112,Atomic Counting,How many saddle_blanket are there in the image?,0291c6650089c4b9a29d04905603e8c3d7bb39c2b70e994d8d3a1cdf2cb687e7,1,1,images/holocount_atomic_counting_00112.jpg,4b351d7e930a389d2e75f0c4294922420411bad2eda189cbd71f6e7bdcc3c4ad,260045,427,640,427,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
112,holocount_atomic_counting_00113,Atomic Counting,How many monitor_(computer_equipment) computer_monitor are there in the image?,af6bc5164dba69d9a76e21b69881a40449b8fe1de65014f3f3da0edb98a19c5d,1,1,images/holocount_atomic_counting_00113.jpg,6f40d1f538c18d8ef86298cb54fba5ffe39d51467f83a7a1f5e72f6276dde018,112309,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
113,holocount_atomic_counting_00114,Atomic Counting,How many tennis_racket are there in the image?,dbc4749ee90500da34e9e41bcc471d9044d1d8a123da2138c10cc6641380306e,1,1,images/holocount_atomic_counting_00114.jpg,45a7bd19461a53065b597938f76749a5bb85fde3d95e6c49817ec57201f2dd93,170195,640,513,640,513,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
114,holocount_atomic_counting_00115,Atomic Counting,How many ski_pole are there in the image?,e4f02f4708a63ef9c416ae4c1271713cda428aff46314d3486fcf599445e8b6c,2,2,images/holocount_atomic_counting_00115.jpg,417f2545d8989ecf70496449287817887c7e295404c72cbf3002b12c14955e66,179893,640,429,640,429,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
115,holocount_atomic_counting_00116,Atomic Counting,How many pastry are there in the image?,8dfe5c27ab7f186ed98448bace30377bbf557fc583ce60af2bc67475df1bf21e,6,6,images/holocount_atomic_counting_00116.jpg,54323353cb2f59575fc8009a00cf2b7eec20df451281b4c7c551e488648cdf8b,130288,480,640,480,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
116,holocount_atomic_counting_00117,Atomic Counting,How many zebra are there in the image?,d494becb841a08446dfbbc7299312ddee692e853cf96451dbf29f9be99865add,3,3,images/holocount_atomic_counting_00117.jpg,b8ee8260ac8908a4f3fdd76681bc450796bba8b80d1591fc4cb2a1443d64b94c,162325,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
117,holocount_atomic_counting_00118,Atomic Counting,How many life_jacket are there in the image?,9cf5444e60bd81476d13dfe4682f5e975c219f3e4ede5b157a4ee8162c820fe8,1,1,images/holocount_atomic_counting_00118.jpg,837a1b9788dc54393ec3cc7e8522e12e4202b83abc0e7f66b9d3f9954e3707bd,291301,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
118,holocount_atomic_counting_00119,Atomic Counting,How many plate are there in the image?,32ca59d65440a0341a18585d2a404ac085bc1e3edf89c13c1424ae90adb9784a,2,2,images/holocount_atomic_counting_00119.jpg,a18da387e188eb2a319169f90610750bec5a276c7aacbd2d090f79ba1294b5fe,194471,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
119,holocount_atomic_counting_00120,Atomic Counting,How many mouse_(computer_equipment) are there in the image?,fe0e6ce82cba041469cdc28508111ca447d497172fa9d23f9642f1e7fc23e634,1,1,images/holocount_atomic_counting_00120.jpg,8e1b6cd7a625fe574f04b613b0a12fca2bda34801efcd78ae13c5221562a8090,125808,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
120,holocount_atomic_counting_00121,Atomic Counting,How many bell are there in the image?,8703c19f78f7f0572b466e53f8433b1962dca970f6d462b4ca1726eafd1a1c7d,8,8,images/holocount_atomic_counting_00121.jpg,25bebe6ee7997d92cfc76f082bbecde10b7877fc7b62f0a45019b4195c7aecd4,145806,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
121,holocount_atomic_counting_00122,Atomic Counting,How many jersey are there in the image?,2b2c85eae5817e8d25b13674e635d350bd2866bca27996c02b47e11f7f705d54,10,10,images/holocount_atomic_counting_00122.jpg,389e3ecbfaae1b09e918365bb46be7120c767cfdf0d59c61657b285aec6712f8,223865,640,400,640,400,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
122,holocount_atomic_counting_00123,Atomic Counting,How many elephant are there in the image?,7aaf040cd041b408394ac614ec80600dde90c6edff1b1971141c882fc36c6c78,4,4,images/holocount_atomic_counting_00123.jpg,d78f5f6d851b49e74d4145ad4d88a719b8d59d768187b3c532a0893f045ee245,254784,640,419,640,419,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
123,holocount_atomic_counting_00124,Atomic Counting,How many teddy_bear are there in the image?,135d8321da4dd786ad1be59ddadad7eca48fde656ba00abff0fc3b7b7343473c,1,1,images/holocount_atomic_counting_00124.jpg,ebc30168ae702e3b5b8054de7faeb8fc59e7607ebaf36cc5116636e04574abf3,135200,500,333,500,333,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
124,holocount_atomic_counting_00125,Atomic Counting,How many banana are there in the image?,c5a6d0a7e6f96a5587e043d8cb46186b30d990a2e2e0e0f9d04f167e80491653,10,10,images/holocount_atomic_counting_00125.jpg,962dd7ce766ddc224b702b32e557efc3f255cd198d3326b6b71fd15694f94d51,188421,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
125,holocount_atomic_counting_00126,Atomic Counting,How many cat are there in the image?,8b1e215b075644446c9e2c21ff3ed90eca5778d1b2f2b3732cefb0c73ee6a687,1,1,images/holocount_atomic_counting_00126.jpg,62023955a93ed2c5c8d1989e9a0d35ca28e3e89e5e590e7731009f31822f898d,82073,361,640,361,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
126,holocount_atomic_counting_00127,Atomic Counting,How many orange slices are there in the image?,c34cfd387e19dcff7126f97eb64e4c85cf066985fb28aca3e46190e0ee83d23e,7,7,images/holocount_atomic_counting_00127.jpg,3fd9f4dd5ba7c92961bed3485d297b7c4f28262fc13b10c851ab8ff940183b8c,74111,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
127,holocount_atomic_counting_00128,Atomic Counting,How many umbrella are there in the image?,3abf79a6d3de0022c48557ecf94ddd6f21d5464a1ee99daa3a0a876329489d7c,1,1,images/holocount_atomic_counting_00128.jpg,84813e2eea48c504a86375d0038fa0c2fee89fa42d96b8181c098b31f8f86d0a,400834,640,640,640,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
128,holocount_atomic_counting_00129,Atomic Counting,How many saddle_(on_an_animal) are there in the image?,10c66ba92964d9f6b0950727e29823dc4dd3a5b57d4af419cad62e33c30e10e3,1,1,images/holocount_atomic_counting_00129.jpg,360608dc7a935c3ec640c4215eb94024d9f7679ce5038636aaef8e68db31001e,199162,640,426,640,426,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
129,holocount_atomic_counting_00130,Atomic Counting,How many cow are there in the image?,74f768394f28102149048f2cfdbc83c3a1e26fe87fba66f233c6657d2dc6065f,7,7,images/holocount_atomic_counting_00130.jpg,7ba4d763bd1a9026f88d880ca8779bc0e0633d416874eb0c243bd86e30df6fb8,98875,500,284,500,284,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
130,holocount_atomic_counting_00131,Atomic Counting,How many toothbrush are there in the image?,594348fe09176083b8155c354159393586203ec821777ca772ab569f288f6046,1,1,images/holocount_atomic_counting_00131.jpg,93e3289e719839ab6459638973c768c07fea6e407be4f8df03185f0255f55b92,144544,375,500,375,500,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
131,holocount_atomic_counting_00132,Atomic Counting,How many cup are there in the image?,12e12fe552984adcb28e30fdb212a413e6859f209af79c74e8776aa3d7a9eabd,5,5,images/holocount_atomic_counting_00132.jpg,0e7a75145b74abbf6e26aa3ab0bafa2f2625d4e8014c7bd4ae938c12e08a8131,243046,640,428,640,428,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
